Name,GarbageType,DetailType,Description,Url
すし巻,普通ごみ,,,
寿司の柵,普通ごみ,,,
寿司まき,普通ごみ,,,
寿司巻,普通ごみ,,,
酢(食酢・調味酢)の入っていたプラスチックボトル,プラスチック製容器包装,,識別表示を確認して出してください。,
酢(食酢・調味酢)の入っていたペットボトル,空き缶・ペットボトル,,識別表示を確認して出してください。,
鈴(金属製),小物金属,,,
土鈴,小物金属,,,
鈴(金属製以外),普通ごみ,,,
錫製品,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
すずり,普通ごみ,,,
硯,普通ごみ,,,
習字道具,普通ごみ,,,
書道道具,普通ごみ,,,
セラミック硯,普通ごみ,,,
セラミック両面硯,普通ごみ,,,
スズリ,普通ごみ,,,
すずり石,普通ごみ,,,
硯石,普通ごみ,,,
硯箱（金属製）,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
すずり箱,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
硯箱（金属製以外）,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
スターラー,小物金属,,,
スタンド灰皿,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
たばこスタンド,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
スタンプ,普通ごみ,,,
インクスタンプ,普通ごみ,,,
ケシポン,普通ごみ,,,
スタンプカード・メンバーズカード（紙製）,ミックスペーパー,,ラミネート加工したものは普通ごみとして出してください。,
会員Card,ミックスペーパー,,ラミネート加工したものは普通ごみとして出してください。,
会員カード,ミックスペーパー,,ラミネート加工したものは普通ごみとして出してください。,
スタンプカード・メンバーズカード（プラスチック製）,普通ごみ,,,
スタンプ台,普通ごみ,,金属部分は小物金属として出してください。,
スタンプパッド,普通ごみ,,金属部分は小物金属として出してください。,
スタンプインキ,普通ごみ,,金属部分は小物金属として出してください。,
すだれ,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。（ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個として出すことができます。）,
よしず,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。（ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個として出すことができます。）,
簾,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。（ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個として出すことができます。）,
葦簾,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。（ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個として出すことができます。）,
スダレ,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。（ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個として出すことができます。）,
よしづ,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。（ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個として出すことができます。）,
竹製のすだれ,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。（ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個として出すことができます。）,
天津すだれ,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。（ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個として出すことができます。）,
葦簀,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。（ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個として出すことができます。）,
よしすだれ,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。（ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個として出すことができます。）,
竹の簾,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。（ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個として出すことができます。）,
竹カーテン,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。（ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個として出すことができます。）,
バンブーカーテン,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。（ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個として出すことができます。）,
ヨシズ,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。（ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個として出すことができます。）,
スチーマー,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
イオンスチーマー,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
美容スチーマ,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
スチーム美顔器,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
ナノケア,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
スチールウール,普通ごみ,,,
ボンスター,普通ごみ,,,
スチール缶(飲料用・食品用),空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
シーチキン缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
缶づめ,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
缶詰め,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
ミルク缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
かんづめ,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
ツナ缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
食料缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
珈琲缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
缶ジュース,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
缶詰のかん,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
シーチキン,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
サラダオイル缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
缶詰の缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
カンヅメ,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
ドロップの缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
シーチキンの缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
フルーツ缶詰,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
ワックス金属缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
かに缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
サバ缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
おせんべいの缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
缶詰めの缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
缶コーヒー,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
ランチョンミート,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
ツナかん,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
いわし缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
コーヒー缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
スパム缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
魚缶詰め,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
ホール缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
しゃけ缶詰,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
トマト缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
コーヒーのかん,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
鰹缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
飲料用スチール缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
果物缶詰め,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
さばの缶詰め,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
魚の缶詰,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
鯖かん,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
鯖缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
錆びた缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
コーヒーの缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
シュールストレミング,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
焼き鳥缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
シーチキンの缶づめ,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
カレー粉の缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
胡椒の缶,空き缶・ペットボトル,,大きさによらず食品の缶は空き缶・ペットボトルへ,
スチールボード,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
マグネットボード,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
スティックシュガー(袋),ミックスペーパー,,砂糖が付着したものは普通ごみとして出してください。,
スティックのり,プラスチック製容器包装,,中身を使いきってから出してください。（識別表示を確認して出してください。）/中身入りで出さなくてはならない場合は普通ごみとして出してください。,
ノリ,プラスチック製容器包装,,中身を使いきってから出してください。（識別表示を確認して出してください。）/中身入りで出さなくてはならない場合は普通ごみとして出してください。,
スティックノリ,プラスチック製容器包装,,中身を使いきってから出してください。（識別表示を確認して出してください。）/中身入りで出さなくてはならない場合は普通ごみとして出してください。,
スティック糊,プラスチック製容器包装,,中身を使いきってから出してください。（識別表示を確認して出してください。）/中身入りで出さなくてはならない場合は普通ごみとして出してください。,
ステーショナリーケース,普通ごみ,,,
ステッキ・杖（金属製）,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
杖,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
登山ステッキ,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
金属のつえ,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
金剛杖,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
登山棒,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
トレッキングポール,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
歩行用杖,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
登山用スティック,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
登山用ステッキ,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
登山用ストック,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
ステッキ・杖（金属製以外）,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
ステンドグラス,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
ステンレスケース,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
ステンレス容器,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
ステンレスシート,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
ストーブ,粗大ごみ,,電池は使用済み乾電池として出してください。/灯油・電池は抜いてから出してください。,
ガスストーブ,粗大ごみ,,電池は使用済み乾電池として出してください。/灯油・電池は抜いてから出してください。,
石油ストーブ,粗大ごみ,,電池は使用済み乾電池として出してください。/灯油・電池は抜いてから出してください。,
石油ヒーター,粗大ごみ,,電池は使用済み乾電池として出してください。/灯油・電池は抜いてから出してください。,
石油ファンヒータ,粗大ごみ,,電池は使用済み乾電池として出してください。/灯油・電池は抜いてから出してください。,
石油ファンヒーター,粗大ごみ,,電池は使用済み乾電池として出してください。/灯油・電池は抜いてから出してください。,
電気ストーブ,粗大ごみ,,電池は使用済み乾電池として出してください。/灯油・電池は抜いてから出してください。,
暖房器具,粗大ごみ,,電池は使用済み乾電池として出してください。/灯油・電池は抜いてから出してください。,
灯油ストーブ,粗大ごみ,,電池は使用済み乾電池として出してください。/灯油・電池は抜いてから出してください。,
カーボンストーブ,粗大ごみ,,電池は使用済み乾電池として出してください。/灯油・電池は抜いてから出してください。,
遠赤外線ストーブ,粗大ごみ,,電池は使用済み乾電池として出してください。/灯油・電池は抜いてから出してください。,
電機ストーブ,粗大ごみ,,電池は使用済み乾電池として出してください。/灯油・電池は抜いてから出してください。,
ハロゲンストーブ,粗大ごみ,,電池は使用済み乾電池として出してください。/灯油・電池は抜いてから出してください。,
オイルストーブ,粗大ごみ,,電池は使用済み乾電池として出してください。/灯油・電池は抜いてから出してください。,
電器ストーブ,粗大ごみ,,電池は使用済み乾電池として出してください。/灯油・電池は抜いてから出してください。,
オイルファン,粗大ごみ,,電池は使用済み乾電池として出してください。/灯油・電池は抜いてから出してください。,
デンキストーブ,粗大ごみ,,電池は使用済み乾電池として出してください。/灯油・電池は抜いてから出してください。,
温風暖房機,粗大ごみ,,電池は使用済み乾電池として出してください。/灯油・電池は抜いてから出してください。,
電気石油ストーブ,粗大ごみ,,電池は使用済み乾電池として出してください。/灯油・電池は抜いてから出してください。,
反射型ストーブ,粗大ごみ,,電池は使用済み乾電池として出してください。/灯油・電池は抜いてから出してください。,
灯油ヒーター,粗大ごみ,,電池は使用済み乾電池として出してください。/灯油・電池は抜いてから出してください。,
ストーブの芯,普通ごみ,,,
ストーブフェンス,粗大ごみ,,,
ストーブの枠,粗大ごみ,,,
ストーブ柵,粗大ごみ,,,
ストーブのフェンス,粗大ごみ,,,
ストーブの防御柵,粗大ごみ,,,
ストーブガード,粗大ごみ,,,
ファンヒーターガード,粗大ごみ,,,
ストーブのガード,粗大ごみ,,,
ストーブの柵,粗大ごみ,,,
ストーブサークル,粗大ごみ,,,
ストーマパウチ,普通ごみ,,汚物はトイレに流してください。,
ストマパウチ,普通ごみ,,汚物はトイレに流してください。,
ストール,資源集団回収,,布類（古着・古布等）回収にご協力お願いします。（洗ってから出してください。）/資源集団回収で回収ができない場合は拠点回収（WEBで見る）を行っています。/上記での回収が難しい場合や汚れているもの、破けているもの、ぬれているものは普通ごみとして出してください。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
ストッキング,普通ごみ,,,
パンスト,普通ごみ,,,
パンティストッキング,普通ごみ,,,
ナイロンストッキング,普通ごみ,,,
パンティーストッキング,普通ごみ,,,
ストッキングの外包装,プラスチック製容器包装,,識別表示を確認して出してください。,
ストッキングの中台紙(紙製),ミックスペーパー,,,
ストップウォッチ,小物金属,,,
ストラップ（金属製）,小物金属,,,
ネックストラップ,小物金属,,,
ストラップバンド,小物金属,,,
ストラップ（金属製以外）,普通ごみ,,,
ストロー,普通ごみ,,ストローはプラスチック製品なので、プラスチック製容器包装ではなく、普通ごみとして出してください。,
紙パックのストロー,普通ごみ,,ストローはプラスチック製品なので、プラスチック製容器包装ではなく、普通ごみとして出してください。,
ストローの外袋(プラスチック製),プラスチック製容器包装,,識別表示を確認して出してください。,
ストローの袋,プラスチック製容器包装,,識別表示を確認して出してください。,
ストローの外袋(紙製),ミックスペーパー,,,
ストローパイプ,普通ごみ,,,
ストローマグ,普通ごみ,,,
ストロボ,小物金属,,,
砂絵,普通ごみ,,,
砂絵の砂,普通ごみ,,少量ずつ出してください。,
色砂,普通ごみ,,少量ずつ出してください。,
砂時計（ガラス製 枠なし),普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
砂時計（金属製　枠あり）,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
砂時計（金属製以外・枠あり）,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
すねあて,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
シンガード,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
レガース,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
脛当て,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
すね当て,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
スノーグローブ,普通ごみ,,,
スノードーム,普通ごみ,,,
スノーシュー（金属製）,粗大ごみ,,最長辺30cm未満のものは小物金属として出してください。,
スノーシュー（金属製以外）,普通ごみ,,最長辺50cm以上ものは粗大ごみとして出してください。,
スノーダンプ,粗大ごみ,,,
すのこ,粗大ごみ,普通ごみ,姿見・つい立（板状）・トタン板・波板・風呂ふた・コタツ板・額縁・ベニヤ板・すのこ・鉄板類・ホワイトボード（板のみ）・黒板（板のみ）・一斗缶（板状につぶしたもの）・つっぱり棚は、5枚を1個の粗大ごみとして出すことができます。/最長辺50cm未満のものは普通ごみとして出してください。,
スノコ,粗大ごみ,普通ごみ,姿見・つい立（板状）・トタン板・波板・風呂ふた・コタツ板・額縁・ベニヤ板・すのこ・鉄板類・ホワイトボード（板のみ）・黒板（板のみ）・一斗缶（板状につぶしたもの）・つっぱり棚は、5枚を1個の粗大ごみとして出すことができます。/最長辺50cm未満のものは普通ごみとして出してください。,
風呂用スノコ,粗大ごみ,普通ごみ,姿見・つい立（板状）・トタン板・波板・風呂ふた・コタツ板・額縁・ベニヤ板・すのこ・鉄板類・ホワイトボード（板のみ）・黒板（板のみ）・一斗缶（板状につぶしたもの）・つっぱり棚は、5枚を1個の粗大ごみとして出すことができます。/最長辺50cm未満のものは普通ごみとして出してください。,
簀,粗大ごみ,普通ごみ,姿見・つい立（板状）・トタン板・波板・風呂ふた・コタツ板・額縁・ベニヤ板・すのこ・鉄板類・ホワイトボード（板のみ）・黒板（板のみ）・一斗缶（板状につぶしたもの）・つっぱり棚は、5枚を1個の粗大ごみとして出すことができます。/最長辺50cm未満のものは普通ごみとして出してください。,
簀の子,粗大ごみ,普通ごみ,姿見・つい立（板状）・トタン板・波板・風呂ふた・コタツ板・額縁・ベニヤ板・すのこ・鉄板類・ホワイトボード（板のみ）・黒板（板のみ）・一斗缶（板状につぶしたもの）・つっぱり棚は、5枚を1個の粗大ごみとして出すことができます。/最長辺50cm未満のものは普通ごみとして出してください。,
簀子,粗大ごみ,普通ごみ,姿見・つい立（板状）・トタン板・波板・風呂ふた・コタツ板・額縁・ベニヤ板・すのこ・鉄板類・ホワイトボード（板のみ）・黒板（板のみ）・一斗缶（板状につぶしたもの）・つっぱり棚は、5枚を1個の粗大ごみとして出すことができます。/最長辺50cm未満のものは普通ごみとして出してください。,
木製すのこ,粗大ごみ,普通ごみ,姿見・つい立（板状）・トタン板・波板・風呂ふた・コタツ板・額縁・ベニヤ板・すのこ・鉄板類・ホワイトボード（板のみ）・黒板（板のみ）・一斗缶（板状につぶしたもの）・つっぱり棚は、5枚を1個の粗大ごみとして出すことができます。/最長辺50cm未満のものは普通ごみとして出してください。,
風呂すのこ,粗大ごみ,普通ごみ,姿見・つい立（板状）・トタン板・波板・風呂ふた・コタツ板・額縁・ベニヤ板・すのこ・鉄板類・ホワイトボード（板のみ）・黒板（板のみ）・一斗缶（板状につぶしたもの）・つっぱり棚は、5枚を1個の粗大ごみとして出すことができます。/最長辺50cm未満のものは普通ごみとして出してください。,
お風呂すのこ,粗大ごみ,普通ごみ,姿見・つい立（板状）・トタン板・波板・風呂ふた・コタツ板・額縁・ベニヤ板・すのこ・鉄板類・ホワイトボード（板のみ）・黒板（板のみ）・一斗缶（板状につぶしたもの）・つっぱり棚は、5枚を1個の粗大ごみとして出すことができます。/最長辺50cm未満のものは普通ごみとして出してください。,
すのこ板,粗大ごみ,普通ごみ,姿見・つい立（板状）・トタン板・波板・風呂ふた・コタツ板・額縁・ベニヤ板・すのこ・鉄板類・ホワイトボード（板のみ）・黒板（板のみ）・一斗缶（板状につぶしたもの）・つっぱり棚は、5枚を1個の粗大ごみとして出すことができます。/最長辺50cm未満のものは普通ごみとして出してください。,
金属すのこ,粗大ごみ,普通ごみ,姿見・つい立（板状）・トタン板・波板・風呂ふた・コタツ板・額縁・ベニヤ板・すのこ・鉄板類・ホワイトボード（板のみ）・黒板（板のみ）・一斗缶（板状につぶしたもの）・つっぱり棚は、5枚を1個の粗大ごみとして出すことができます。/最長辺50cm未満のものは普通ごみとして出してください。,
押入れすのこ,粗大ごみ,普通ごみ,姿見・つい立（板状）・トタン板・波板・風呂ふた・コタツ板・額縁・ベニヤ板・すのこ・鉄板類・ホワイトボード（板のみ）・黒板（板のみ）・一斗缶（板状につぶしたもの）・つっぱり棚は、5枚を1個の粗大ごみとして出すことができます。/最長辺50cm未満のものは普通ごみとして出してください。,
押し入れすのこ,粗大ごみ,普通ごみ,姿見・つい立（板状）・トタン板・波板・風呂ふた・コタツ板・額縁・ベニヤ板・すのこ・鉄板類・ホワイトボード（板のみ）・黒板（板のみ）・一斗缶（板状につぶしたもの）・つっぱり棚は、5枚を1個の粗大ごみとして出すことができます。/最長辺50cm未満のものは普通ごみとして出してください。,
ベランダすのこ,粗大ごみ,普通ごみ,姿見・つい立（板状）・トタン板・波板・風呂ふた・コタツ板・額縁・ベニヤ板・すのこ・鉄板類・ホワイトボード（板のみ）・黒板（板のみ）・一斗缶（板状につぶしたもの）・つっぱり棚は、5枚を1個の粗大ごみとして出すことができます。/最長辺50cm未満のものは普通ごみとして出してください。,
スノコブロック,粗大ごみ,普通ごみ,姿見・つい立（板状）・トタン板・波板・風呂ふた・コタツ板・額縁・ベニヤ板・すのこ・鉄板類・ホワイトボード（板のみ）・黒板（板のみ）・一斗缶（板状につぶしたもの）・つっぱり棚は、5枚を1個の粗大ごみとして出すことができます。/最長辺50cm未満のものは普通ごみとして出してください。,
プラスチックすのこ,粗大ごみ,普通ごみ,姿見・つい立（板状）・トタン板・波板・風呂ふた・コタツ板・額縁・ベニヤ板・すのこ・鉄板類・ホワイトボード（板のみ）・黒板（板のみ）・一斗缶（板状につぶしたもの）・つっぱり棚は、5枚を1個の粗大ごみとして出すことができます。/最長辺50cm未満のものは普通ごみとして出してください。,
スパイクシューズ,普通ごみ,,金具（刃）部分は小物金属として出してください。,
サッカーシューズ,普通ごみ,,金具（刃）部分は小物金属として出してください。,
野球スパイク,普通ごみ,,金具（刃）部分は小物金属として出してください。,
野球靴,普通ごみ,,金具（刃）部分は小物金属として出してください。,
野球のスパイク,普通ごみ,,金具（刃）部分は小物金属として出してください。,
野球シューズ,普通ごみ,,金具（刃）部分は小物金属として出してください。,
スパイクの金具,小物金属,,,
サッカーシューズの金具,小物金属,,,
野球スパイクの金具,小物金属,,,
野球靴の金具,小物金属,,,
野球のスパイクの刃,小物金属,,,
野球シューズの刃,小物金属,,,
スパンコール,普通ごみ,,,
スピードメーター,普通ごみ,,ただし、業者が作業したものは市では収集できません。（作業した業者に処理を依頼してください。）,
スピンドルケース(CD等),プラスチック製容器包装,,識別表示を確認して出してください。,
DVDスピンドルケース,プラスチック製容器包装,,識別表示を確認して出してください。,
スプーン(金属製),小物金属,,,
カトラリー,小物金属,,,
シルバースプーン,小物金属,,,
アイスクリームスプーン,小物金属,,,
ヨーグルトスプーン,小物金属,,,
スプーン(陶器製),普通ごみ,,,
陶器スプーン,普通ごみ,,,
スプーンの包装(プラスチック製),プラスチック製容器包装,,識別表示を確認して出してください。,
プラスチックスプーン,プラスチック製容器包装,,識別表示を確認して出してください。,
コンビニのスプーン,プラスチック製容器包装,,識別表示を確認して出してください。,
スプーン(木製・プラスチック製),普通ごみ,,スプーン（プラスチック製）はプラスチック製品なので、プラスチック製容器包装ではなく、普通ごみとして出してください。,
プラスティックスプーン,普通ごみ,,スプーン（プラスチック製）はプラスチック製品なので、プラスチック製容器包装ではなく、普通ごみとして出してください。,
